genome_id_1	genome_id_2	identity_percent	coverage_percent	method	evidence_source	notes
phagehostlearn_2024_phage_K15PH90	phagehostlearn_2024_phage_S13b	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K15PH90	phagehostlearn_2024_phage_S13c	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K15PH90	phagehostlearn_2024_phage_S13d	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K15PH90	phagehostlearn_2024_phage_S13e	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K15PH90	phagehostlearn_2024_phage_S13f	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K15PH90	phagehostlearn_2024_phage_S6a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K15PH90	phagehostlearn_2024_phage_S8a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K15PH90	phagehostlearn_2024_phage_S8b	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K15PH90	phagehostlearn_2024_phage_S8c	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K15PH90	phagehostlearn_2024_phage_S9a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K17alfa61	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K17alfa62	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K18PH07C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K1PH164C1	72.115	0.235	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K2064PH2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K2069PH1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K21lambda1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K23PH08C2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K25PH129C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K27PH129C1	89.100	84.617	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K28PH129	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K29PH164C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K2PH164C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K2PH164C2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K2alfa62	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K30lambda2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K32PH164C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K33PH14C2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K34PH164	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K35PH164C3	90.029	83.067	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K39PH122C2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K40PH129C1	65.072	0.452	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K43PH164C1	89.145	84.554	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K45PH128C2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K46PH129	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K48PH164C1	90.277	83.979	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K49PH164C2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K50PH164C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K51PH129C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K52PH129C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K53PH164C2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K54lambda1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K54lambda2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K56PH164C1	89.731	84.100	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K57lambda1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K58PH129C2	90.387	86.784	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K60PH164C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K61PH164C1	68.269	0.226	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K62PH164C2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K63PH128	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K65PH164	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K66PH128C1	67.619	0.455	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K69PH164C2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K6PH25C3	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K71PH129C1	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K72PH164C2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K74PH129C2	89.306	81.476	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K7PH164C4	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K82P1	89.582	84.076	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K8PH128	90.200	83.316	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_K9PH25C2	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_M12a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_M5a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_M5b	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_P4a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_P4b	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_S10a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_S11a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_S13a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_S13b	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_S13c	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_S13d	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_S13e	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_S13f	72.381	0.208	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_S6a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_S8a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_S8b	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_S8c	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
phagehostlearn_2024_phage_K16PH164C3	phagehostlearn_2024_phage_S9a	0.000	0.000	blastn_local_pairwise_min_hsp_100	build_blastn_pairwise_similarity.py	Local BLASTN bridge evidence generated from sequence-QC-passing FASTA records; task=blastn; min_hsp_length=100; coverage is reciprocal minimum non-overlapping aligned fraction; not a VIRIDIC/Mash substitute.
