record_type	genome_id	accession	source	isolation_host	host_species	host_strain	country	year	phage_lifestyle	genome_length	gc_percent	K_type	O_type	ST	AMR_markers	virulence_markers	raw_sequence_path	notes
host	phagehostlearn_2024_host_HCV1_26	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HCV1_26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HCV1_26.fasta	source_id=HCV1_26; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HCV1_26.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HCV1_27	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HCV1_27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HCV1_27.fasta	source_id=HCV1_27; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HCV1_27.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HCV1_33	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HCV1_33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HCV1_33.fasta	source_id=HCV1_33; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HCV1_33.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HCV1_35	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HCV1_35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HCV1_35.fasta	source_id=HCV1_35; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HCV1_35.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HCV1_36	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HCV1_36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HCV1_36.fasta	source_id=HCV1_36; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HCV1_36.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HCV1_42	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HCV1_42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HCV1_42.fasta	source_id=HCV1_42; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HCV1_42.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGUA4_08	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGUA4_08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGUA4_08.fasta	source_id=HGUA4_08; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGUA4_08.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGUA4_09	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGUA4_09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGUA4_09.fasta	source_id=HGUA4_09; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGUA4_09.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGUA4_15	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGUA4_15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGUA4_15.fasta	source_id=HGUA4_15; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGUA4_15.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGUA4_51	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGUA4_51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGUA4_51.fasta	source_id=HGUA4_51; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGUA4_51.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGUC2_04	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGUC2_04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGUC2_04.fasta	source_id=HGUC2_04; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGUC2_04.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGUC2_09	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGUC2_09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGUC2_09.fasta	source_id=HGUC2_09; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGUC2_09.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGV2C_01	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGV2C_01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGV2C_01.fasta	source_id=HGV2C_01; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGV2C_01.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGV2C_02	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGV2C_02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGV2C_02.fasta	source_id=HGV2C_02; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGV2C_02.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGV2C_03	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGV2C_03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGV2C_03.fasta	source_id=HGV2C_03; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGV2C_03.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGV2C_06	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGV2C_06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGV2C_06.fasta	source_id=HGV2C_06; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGV2C_06.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGV2C_08	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGV2C_08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGV2C_08.fasta	source_id=HGV2C_08; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGV2C_08.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGV2C_10	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGV2C_10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGV2C_10.fasta	source_id=HGV2C_10; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGV2C_10.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGV2C_11	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGV2C_11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGV2C_11.fasta	source_id=HGV2C_11; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGV2C_11.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGV2C_13	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGV2C_13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGV2C_13.fasta	source_id=HGV2C_13; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGV2C_13.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGV2C_14	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGV2C_14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGV2C_14.fasta	source_id=HGV2C_14; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGV2C_14.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGV2C_16	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGV2C_16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGV2C_16.fasta	source_id=HGV2C_16; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGV2C_16.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGV2C_17	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGV2C_17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGV2C_17.fasta	source_id=HGV2C_17; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGV2C_17.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGV2C_18	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGV2C_18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGV2C_18.fasta	source_id=HGV2C_18; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGV2C_18.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGV2C_19	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGV2C_19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGV2C_19.fasta	source_id=HGV2C_19; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGV2C_19.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGV2C_20	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGV2C_20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGV2C_20.fasta	source_id=HGV2C_20; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGV2C_20.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
host	phagehostlearn_2024_host_HGV2C_21	NA	PhageHostLearn_2024_host_benchmark	NA	Klebsiella pneumoniae species complex	HGV2C_21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	data/metadata/external/phagehostlearn/klebsiella_genomes.zip::fasta_files/HGV2C_21.fasta	source_id=HGV2C_21; source_study=phagehostlearn_2024; source_reference=https://doi.org/10.5281/zenodo.11061100; https://doi.org/10.1038/s41467-024-48675-6; benchmark_entity=true; review_status=reviewed; host genome sequence is referenced through reviewed klebsiella_genomes.zip member when host_archive_member is present and is not unpacked into data/raw; K/O/ST/AMR/virulence are supplied by separate production evidence tables when available; enabled as source-identity host for assay validation; review_scope=source_identity_only; review_basis=phagehostlearn_matrix_locibase_and_host_archive_member; review_limitations=no_KO_ST_AMR_virulence_review_no_productive_infection_claim; host_archive_member=fasta_files/HGV2C_21.fasta; Imported reviewed source-identity rows from the PhageHostLearn benchmark host export; K/O/ST/AMR/virulence remain unreviewed unless separate evidence is supplied.
